id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
604902400413070514,https://www.airbnb.com/rooms/604902400413070514,20231223055446,2023-12-23,city scrape,Guesthouse in Den Haag · 1 bedroom · 1 bed · 1.5 baths,,"De Vogelwijk is een rustige, groene wijk vlakbij het strand. Ook het centrum van Den Haag is eenvoudig te bereiken. In de buurt een boodschapje doen kan op de Fahrenheitstraat of op de Frederik Hendriklaan.",https://a0.muscache.com/pictures/30666a9b-6326-42db-adcc-f5a3e847d895.jpg,11590217,https://www.airbnb.com/users/show/11590217,Marjon Wilhelmina,2014-01-24,"The Hague, Netherlands","Hallo! Ik ben Didi (officieel Marjon Wilhelmina). Ik ben getrouwd en heb 3 hele lieve kinderen. Daarnaast ben zowel stewardess als hotelier. Wanneer  ik niet snel genoeg reageer, zit ik in de lucht of in een andere tijdzone. Maar ik neem contact met je op zodra ik kan!",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/cfab4481-9ba4-4aba-bb97-e3295c0916f9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cfab4481-9ba4-4aba-bb97-e3295c0916f9.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Vogelwijk,Wijk 13 Vogelwijk,52.080533312370115,4.2593437381969625,Entire guesthouse,Entire home/apt,2,,1.5 baths,,1,[],$125.00,1,365,1,1,365,365,1.0,365.0,,t,27,57,87,352,2023-12-23,2,2,1,2023-11-05,2023-11-27,5.0,5.0,5.0,5.0,5.0,5.0,4.5,0518 1435 A487 8E94 4780,f,2,2,0,0,1.22
605541884004824686,https://www.airbnb.com/rooms/605541884004824686,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.82 · 2 bedrooms · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-605541884004824686/original/32abf977-2bd5-45a9-adf2-b547d936e7c7.jpeg,9165668,https://www.airbnb.com/users/show/9165668,Robert,2013-10-01,"The Hague, Netherlands","Multiple properties in The Hague also for longer stays.

About me:
I was born in the Netherlands and traveled all over the world, at this moment I own a housing company in The Hague. Aiming for a comfortable life with freedom, travel and (spiritual) growth

Comapany(four star apartments)
My company has over 50 apartments for long and short stay.  We have a hosting team to lookout for your comfort and to makesure that you have a smooth stay.",within an hour,96%,81%,f,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/69b0ad12-df4f-4791-bf72-886f32eb1b7c.jpg?aki_policy=profile_x_medium,,31,80,"['email', 'phone', 'work_email']",t,t,,Scheveningen Badplaats,Wijk 07 Scheveningen,52.10678,4.28003,Entire serviced apartment,Entire home/apt,4,,1.5 baths,,2,[],$175.00,2,365,2,5,365,365,4.4,365.0,,t,30,60,90,365,2023-12-23,11,3,0,2022-04-22,2023-06-17,4.82,4.82,4.91,4.82,4.82,4.91,4.45,Exempt,f,29,29,0,0,0.54
605589022699282809,https://www.airbnb.com/rooms/605589022699282809,20231223055446,2023-12-23,city scrape,Condo in Den Haag · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-605589022699282809/original/359400a5-9c5f-4882-9449-820d64ce1653.png,74480580,https://www.airbnb.com/users/show/74480580,Remco,2016-05-28,,"",within a few hours,100%,0%,f,https://a0.muscache.com/im/pictures/user/e1a7eec5-6397-4cce-a403-59c89f0532d1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e1a7eec5-6397-4cce-a403-59c89f0532d1.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Vissershaven,Wijk 07 Scheveningen,52.096737,4.264888,Entire condo,Entire home/apt,4,,1 bath,,1,[],$160.00,1,365,1,1,365,365,1.0,365.0,,t,21,51,81,356,2023-12-23,0,0,0,,,,,,,,,,0518AD22D9BAE330769F,f,1,1,0,0,
605603025179190157,https://www.airbnb.com/rooms/605603025179190157,20231223055446,2023-12-23,city scrape,Home in Den Haag · ★5.0 · 3 bedrooms · 6 beds · 2 baths,,"The house is located in a uniquely quiet kids friendly area in the heart of the city. <br />Train and tram stations, shops, restaurants, museums, concert and theater venues and night life on just a fee minutes walk. <br />Easily accessible by car from the highway and with free parking on premises.<br /><br />This is a partially car free neighborhood with lots of space in the front of the house where kids can play freely. <br />Although the neighborhood is in the heart of the city center it is still very quiet and relaxed. <br />The location is easily accessible by train, tram, bus and car.",https://a0.muscache.com/pictures/15deaa8f-828d-43dd-a43e-683bb943b701.jpg,10390645,https://www.airbnb.com/users/show/10390645,Marija,2013-12-02,"The Hague, Netherlands","",within a day,100%,67%,f,https://a0.muscache.com/im/pictures/user/55c27102-e06d-4a18-b143-cd4a79b60ec2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55c27102-e06d-4a18-b143-cd4a79b60ec2.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Rivierenbuurt-Noord,Wijk 27 Stationsbuurt,52.07725,4.32657,Entire home,Entire home/apt,5,,2 baths,,6,[],$246.00,3,30,3,4,30,30,3.0,30.0,,t,3,14,44,44,2023-12-23,5,3,0,2022-07-29,2023-08-14,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0518 8E8C AE9C AC3E 6707,f,1,1,0,0,0.29
606180365754735130,https://www.airbnb.com/rooms/606180365754735130,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · 4 bedrooms · 4 beds · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-606180365754735130/original/57d588d3-10b9-4f03-b6ef-e0b90db1e0ca.jpeg,60124547,https://www.airbnb.com/users/show/60124547,Ernst,2016-02-23,,"",N/A,N/A,50%,f,https://a0.muscache.com/im/pictures/user/cc267829-ec97-44fd-8d3c-3825d7dba16f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cc267829-ec97-44fd-8d3c-3825d7dba16f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Kraayenstein en Vroondaal,Wijk 16 Kraayenstein en Vroondaal,52.03993,4.23175,Entire townhouse,Entire home/apt,5,,1.5 baths,,4,[],$225.00,7,26,7,7,26,26,7.0,26.0,,t,0,4,8,243,2023-12-23,2,1,0,2022-08-14,2023-08-20,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0518 456D 0828 F92A 0715,f,1,1,0,0,0.12
610434736184689449,https://www.airbnb.com/rooms/610434736184689449,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.83 · 2 bedrooms · 3 beds · 1.5 baths,,"Wonderful neighbourhood called ""Visserijbuurt"" in Scheveningen in walking distance of  the beach, the harbour, the Westerbroekpark and public transport to city center.",https://a0.muscache.com/pictures/miso/Hosting-610434736184689449/original/18b1e364-c543-41dc-9439-0cc3a045b602.jpeg,7968303,https://www.airbnb.com/users/show/7968303,Diane,2013-08-06,"The Hague, Netherlands","",within a day,100%,60%,f,https://a0.muscache.com/im/pictures/user/20eba504-0f99-4714-8ec4-c6ed6c46d216.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/20eba504-0f99-4714-8ec4-c6ed6c46d216.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Visserijbuurt,Wijk 07 Scheveningen,52.10443,4.28393,Entire condo,Entire home/apt,4,,1.5 baths,,3,[],$200.00,4,730,4,4,730,730,4.0,730.0,,t,12,12,12,12,2023-12-23,6,5,0,2022-10-09,2023-10-24,4.83,5.0,4.83,4.83,4.67,5.0,4.67,0518 E771 0C9E 1493 5BEF,f,1,1,0,0,0.41
610765255052324835,https://www.airbnb.com/rooms/610765255052324835,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,"A fifteen-minute bike ride from the city center and the Hague beach resorts of Kijkduin and Scheveningen is a lively, pre-war residential neighborhood with a mix of homes in different architectural styles. You will find many flats and porch houses, but also a fair number of single-family houses and downstairs and upstairs dwellings. Characteristic of the neighborhood are the fourteen squares.<br /><br />The Fahrenheitstraat, Thomsonlaan and Thomsonplein are the places to store and do your daily shopping. Here you will find the finest cheeses, the most delicious breads and fresh fish. You can also enjoy a snack and a drink in one of the cozy cafes or restaurants such as: Bagels & Beans, Burrata or Brasserie Beekink & Co. On the Goudsbloemlaan you will find a large supermarket and several (fresh) specialty stores.<br /><br />The Bloemenbuurt has a lot of green. Along the Segbroeklaan is a wide green strip with the Haagse Beek and walking paths. And for a walk through the dunes you won't ",https://a0.muscache.com/pictures/miso/Hosting-610765255052324835/original/74295e34-e439-4901-b679-aa6644884c8e.jpeg,27985889,https://www.airbnb.com/users/show/27985889,Merel,2015-02-19,"The Hague, Netherlands","",within an hour,100%,80%,f,https://a0.muscache.com/im/pictures/user/d3ffab49-b461-4dab-aa2c-9cab2130327a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3ffab49-b461-4dab-aa2c-9cab2130327a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Den Haag, Zuid-Holland, Netherlands",Bloemenbuurt-Oost,Wijk 12 Bomen- en Bloemenbuurt,52.074082,4.261622099999999,Entire condo,Entire home/apt,4,,1.5 baths,,2,[],$232.00,1,7,1,1,7,7,1.0,7.0,,t,12,42,57,318,2023-12-23,4,4,0,2023-02-13,2023-09-17,5.0,5.0,4.75,5.0,5.0,4.75,5.0,0518 9CC8 1959 B404 4A52,f,1,1,0,0,0.38
615746151181888472,https://www.airbnb.com/rooms/615746151181888472,20231223055446,2023-12-23,previous scrape,Townhouse in Den Haag · 2 bedrooms · 3 beds · 1.5 baths,,"Rustige, groene, waterrijke en kindvriendelijke wijk. Speeltuintjes op kruipafstand. Supermarkten en andere winkels binnen 2 km. Gratis parkeren.",https://a0.muscache.com/pictures/miso/Hosting-615746151181888472/original/0fc0e9c5-1855-47b4-ba02-1af6eb4133e2.jpeg,456618841,https://www.airbnb.com/users/show/456618841,F,2022-04-29,"The Hague, Netherlands","",N/A,N/A,60%,f,https://a0.muscache.com/im/pictures/user/abaff667-1308-4198-bf9e-e8608ebcbddf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/abaff667-1308-4198-bf9e-e8608ebcbddf.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Nieuw Waldeck,Wijk 18 Waldeck,52.0598,4.24629,Entire townhouse,Entire home/apt,6,,1.5 baths,,3,[],,3,365,3,3,365,365,3.0,365.0,,,0,0,0,0,2023-12-23,2,1,0,2022-08-26,2023-08-07,4.5,4.5,4.0,5.0,4.5,5.0,3.5,0518 6B89 DE93 2B8C 4E8D,f,1,1,0,0,0.12
616471006075334010,https://www.airbnb.com/rooms/616471006075334010,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.86 · 2 bedrooms · 2 beds · 1 bath,,Cozy neighborhood with shops and boulevard nearby.,https://a0.muscache.com/pictures/95b637b3-fdc5-4af3-b339-41a38d1b34ca.jpg,104008868,https://www.airbnb.com/users/show/104008868,Kevin,2016-11-16,"The Hague, Netherlands","Kevin, surfer Kitesurfer en alle soorten die er te doen zijn, is altijd op zoek naar avontuur! ",within a few hours,100%,14%,f,https://a0.muscache.com/im/pictures/user/30f0666e-0162-4bb1-b681-c6d6c4948a1f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30f0666e-0162-4bb1-b681-c6d6c4948a1f.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Belgisch Park,Wijk 02 Belgisch Park,52.10934,4.29085,Entire condo,Entire home/apt,3,,1 bath,,2,[],$253.00,2,730,2,3,730,730,2.3,730.0,,t,16,46,76,351,2023-12-23,14,2,0,2022-07-03,2023-08-29,4.86,4.79,4.43,4.79,4.79,5.0,4.43,0518 FEE1 B7BD C63A CA60,f,1,1,0,0,0.78
617204999805459829,https://www.airbnb.com/rooms/617204999805459829,20231223055446,2023-12-23,city scrape,Townhouse in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-617204999805459829/original/ac4e97d8-3c70-44bd-8741-1847cc699199.jpeg,456919585,https://www.airbnb.com/users/show/456919585,Lot,2022-05-01,,"",N/A,N/A,41%,t,https://a0.muscache.com/im/pictures/user/e9961fe4-6428-403a-9b7d-1677018f0f11.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e9961fe4-6428-403a-9b7d-1677018f0f11.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Rijslag,Wijk 07 Scheveningen,52.10885,4.2858,Entire townhouse,Entire home/apt,4,,1.5 baths,,2,[],$165.00,2,30,2,2,30,30,2.0,30.0,,t,0,8,8,8,2023-12-23,13,7,0,2022-05-28,2023-09-11,5.0,5.0,4.85,5.0,5.0,5.0,4.85,0518 A898 665F 5E92 2644,f,1,1,0,0,0.68
617772427562245916,https://www.airbnb.com/rooms/617772427562245916,20231223055446,2023-12-23,city scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 6 beds · 3.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-617772427562245916/original/5ee740a9-8844-49f9-852c-469232521225.jpeg,33513137,https://www.airbnb.com/users/show/33513137,Ruud,2015-05-16,"The Hague, Netherlands","Hi,

Ik ben Ruud en samen met mijn vrouw Miranda heb ik 2 prachtige kinderen. Een dochter en een zoon. We vinden het heerlijk om op reis te gaan en mooie plekjes op de wereld te verkennen. 

Sinds kort stellen we ons huis ook beschikbaar, als wij zelf op reis zijn. Zo kunnen de mensen van ons prachtige huis genieten en wij nog vaker een reisje maken ;) 

Tot ziens! ",within a few hours,100%,50%,f,https://a0.muscache.com/im/users/33513137/profile_pic/1431803646/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/33513137/profile_pic/1431803646/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Hoge Veld,Wijk 40 Wateringse Veld,52.0325,4.29177,Entire home,Entire home/apt,6,,3.5 baths,,6,[],$250.00,14,21,14,14,21,21,14.0,21.0,,t,9,13,18,71,2023-12-23,3,1,0,2022-05-29,2023-05-03,5.0,5.0,4.0,5.0,5.0,4.67,5.0,0518 5BAD D3E3 60B1 D7EE,f,1,1,0,0,0.16
620038814615216077,https://www.airbnb.com/rooms/620038814615216077,20231223055446,2023-12-23,city scrape,Rental unit in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,"Conveniently located between Scheveningen beach and The Hague City Centre. Next door to ICC International Criminal Court. Two bus lines 23 and 20.<br />Shops and restaurants at Hoytemastraat and Albert Heijn Willem Royaards plein.<br />Relaxed walking options are plenty: parc, forrest, dunes and beach all within walking reach (Clingendaal, Waalsdorpervlakte, Haagse Bos).<br />Attractions: Madurodam, Gemeente museum, Museum Voorlinden, Louwman Car museum.",https://a0.muscache.com/pictures/miso/Hosting-620038814615216077/original/7b751c79-9f56-4b47-9b4e-687bca36af83.jpeg,457569599,https://www.airbnb.com/users/show/457569599,Gijs,2022-05-05,,"",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/f57307de-1dff-4574-bdfa-c2fd46f929e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f57307de-1dff-4574-bdfa-c2fd46f929e8.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Waalsdorp,Wijk 04 Benoordenhout,52.10191,4.31821,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],$160.00,10,365,10,10,365,365,10.0,365.0,,t,0,20,50,325,2023-12-23,7,3,0,2022-07-18,2023-06-18,5.0,5.0,5.0,5.0,5.0,5.0,4.57,0518 A0D9 0F6B FB73 4A86,f,1,1,0,0,0.40
620948582566014007,https://www.airbnb.com/rooms/620948582566014007,20231223055446,2023-12-23,city scrape,Condo in Den Haag · ★4.83 · 2 bedrooms · 3 beds · 1 bath,,"Scheveningen-dorp, hoe fijn het is om  heerlijk te wandelen door de straten van oud Scheveningen. De gezellige Keizerstraat met leuke barretjes, restaurants en winkels. Je bent in een korte loopafstand in de haven en op het strand. Er zijn 4 speeltuinen in een straal van 300 meter. In het hoogseizoen kan het druk zijn op Scheveningen.",https://a0.muscache.com/pictures/7d2cb20e-df08-49e2-af37-32fb240212de.jpg,159768447,https://www.airbnb.com/users/show/159768447,Bijanka,2017-11-22,"The Hague, Netherlands","Ik hou van reizen en daarbij gebruik te maken van Airbnb. Ik heb veel gereisd door Latijns Amerika en Europa samen met mijn vriend. Ik vind het Scheveningen geweldig! Het strand, de zee, de haven, het Westbroekpark maken het leven op Scheveningen heel aangenaam.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-159768447/original/bb230aae-038c-4bbf-b2b5-c3b8e270ede1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-159768447/original/bb230aae-038c-4bbf-b2b5-c3b8e270ede1.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Oud Scheveningen,Wijk 07 Scheveningen,52.10211245623911,4.272961202353233,Entire condo,Entire home/apt,3,,1 bath,,3,[],$160.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,0,0,0,1,2023-12-23,6,6,0,2023-08-24,2023-10-10,4.83,4.67,4.67,5.0,5.0,4.83,4.0,0518 997D 557E C6F5 DAF2,f,1,1,0,0,1.48
621020227052947203,https://www.airbnb.com/rooms/621020227052947203,20231223055446,2023-12-23,city scrape,Serviced apartment in Den Haag · ★4.89 · Studio · 1 bed · 1 private bath,,,https://a0.muscache.com/pictures/miso/Hosting-621020227052947203/original/f62d7a16-d4f9-4aa1-b0c3-4e5d9d6b4ce3.jpeg,430694992,https://www.airbnb.com/users/show/430694992,Auke En Marjan,2021-11-06,,"",within an hour,100%,93%,t,https://a0.muscache.com/im/pictures/user/c9591dae-a311-4f21-89e3-62ef863146b2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c9591dae-a311-4f21-89e3-62ef863146b2.jpg?aki_policy=profile_x_medium,,8,10,"['email', 'phone']",t,t,,Rijslag,Wijk 07 Scheveningen,52.11005,4.28689,Private room in serviced apartment,Private room,2,,1 private bath,,1,[],$199.00,1,365,1,1,365,365,1.0,365.0,,t,4,13,25,256,2023-12-23,9,2,0,2022-06-01,2023-08-05,4.89,5.0,4.89,5.0,5.0,5.0,5.0,Exempt,f,8,4,4,0,0.47
621745722249658660,https://www.airbnb.com/rooms/621745722249658660,20231223055446,2023-12-23,city scrape,casa particular in Den Haag · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,,"This is a green, residential area, a 5 mins walk from the Haagse bos where the residence of the royal family is. <br />The flat is around the corner of Theresiastreet which is full of shops, coffeeshops and terraces.",https://a0.muscache.com/pictures/0d93de0d-9142-4e75-9b8c-4600b3b60c9f.jpg,99679439,https://www.airbnb.com/users/show/99679439,Romina,2016-10-14,"The Hague, Netherlands","After having lived and worked in Cambodia and Myanmar since 2012, I returned to the Netherlands in 2022 with my two Cambodian cats. I started hosting AirBnB guests in Phnom Penh and I love doing it. 
Please note that there are two cats in the shared rooms. They're not allowed in the guestroom but if you have a severe cat allergy this place won't be for you!",within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/5d0fc595-2413-4d3d-9cc3-5ee9c4aff079.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5d0fc595-2413-4d3d-9cc3-5ee9c4aff079.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Den Haag, Zuid-Holland, Netherlands",Bezuidenhout-Oost,Wijk 26 Bezuidenhout,52.08863,4.33881,Private room in casa particular,Private room,1,,2 shared baths,,1,[],$50.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,2,17,39,124,2023-12-23,28,24,3,2022-10-27,2023-12-17,5.0,5.0,4.89,4.96,4.96,5.0,4.96,0518 955B 8E50 3FE6 4AF4,f,1,0,1,0,1.99
623909263961727627,https://www.airbnb.com/rooms/623909263961727627,20231223055446,2023-12-23,previous scrape,Home in Den Haag · ★5.0 · 4 bedrooms · 3 beds · 2.5 baths,,,https://a0.muscache.com/pictures/miso/Hosting-623909263961727627/original/717d728f-95f5-4759-8228-e3c5e378f3a3.jpeg,2732890,https://www.airbnb.com/users/show/2732890,Annie,2012-06-24,"The Hague, Netherlands","Hello everyone

My name is Annie and I'm a Canadian living in The Netherlands. When I'm not working I love traveling, reading, cooking, watching movies, searching out local hot spots, and running.

Take care and happy exploring.

Annie",N/A,N/A,60%,f,https://a0.muscache.com/im/users/2732890/profile_pic/1367379137/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2732890/profile_pic/1367379137/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone', 'work_email']",t,t,,Zeeheldenkwartier,Wijk 22 Zeeheldenkwartier,52.08043,4.29014,Entire home,Entire home/apt,5,,2.5 baths,,3,[],,2,19,2,2,19,19,2.0,19.0,,,0,0,0,0,2023-12-23,5,3,0,2022-05-29,2023-08-02,5.0,4.6,4.8,5.0,5.0,4.8,4.6,0518 FA8D D5F6 C701 5E3A,f,1,1,0,0,0.26
624311921066367397,https://www.airbnb.com/rooms/624311921066367397,20231223055446,2023-12-23,previous scrape,Condo in Den Haag · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-624311921066367397/original/a8ce3a16-5865-4e87-be2d-0be744a4776b.jpeg,458531993,https://www.airbnb.com/users/show/458531993,Daan,2022-05-11,,"",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/ab82f2a4-f39a-4147-948c-c06186123a6a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ab82f2a4-f39a-4147-948c-c06186123a6a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Rivierenbuurt-Noord,Wijk 27 Stationsbuurt,52.07576,4.32576,Entire condo,Entire home/apt,3,,1 bath,,2,[],,2,50,2,2,1125,1125,2.0,1125.0,,,0,0,0,0,2023-12-23,0,0,0,,,,,,,,,,0518E524A64664579AFD,t,1,1,0,0,
